% Model,2DPnC_unit_cell.mph
% Version,COMSOL 6.2.0.415
% Date,"May 8 2025, 17:55"
% Table,Eigenfrequencies (Study 1) - 
% k,Eigenfrequency (kHz),Angular frequency (rad/s),Damping ratio (1),Quality factor (1)
0.1,79.0057253251107-2.8967461969708027E-7i,496407.61254580173-0.001820079314343529i,-3.6665016175101403E-9,-1.3636977483172137E8
0.15000000000000002,3.068520723139416+1.1175357893987443E-14i,19280.084322405655+7.021684452197531E-11i,3.6419365884398824E-15,1.3728959520796817E14
0.15000000000000002,5.7012261288585435-5.319438418906695E-15i,35821.86024575235-3.3423017316121155E-11i,-9.330341050639423E-16,-5.358860917155158E14
0.15000000000000002,21.756372618227722-4.1653850851759765E-15i,136699.32077237268-2.6171886365922684E-11i,-1.9145586253133815E-16,-2.6115679791114165E15
0.15000000000000002,35.66572043358054,224094.33059824797,2.80565357996906E-17,1.7821159517687636E16
0.15000000000000002,35.75042774280368+1.9356373454543978E-14i,224626.56231896955+1.216196812898717E-10i,5.414305415811503E-16,9.234794892431449E14
0.15000000000000002,40.773400341296764+5.720407277631292E-15i,256186.82994818696+3.594237895789611E-11i,1.4029752803906959E-16,3.563854666496773E15
0.15000000000000002,41.25723119693833,259226.82887151418,1.0675137661663583E-16,4.683780348759282E15
0.15000000000000002,53.50745175869253,336197.2347148374,-1.0325406024919108E-16,-4.842424586435739E15
0.15000000000000002,56.82266634780643-1.379888159060023E-14i,357027.3423113053-8.670093006557023E-11i,-2.428411490960054E-16,-2.0589591255900738E15
0.15000000000000002,63.68829567680094,400165.36363578483,-4.769655487654384E-17,-1.048293742166878E16
0.15000000000000002,73.20002004603504+1.1618574726998272E-9i,459929.2904384985+7.3001658015043615E-6i,1.5872365498932137E-11,3.150129072025459E10
0.15000000000000002,73.72907705123492-7.98469316604361E-9i,463253.45364023093-5.016930678322246E-5i,-1.082977501602927E-10,-4.616901082985975E9
0.15000000000000002,74.9094203295347+2.604885781968699E-9i,470669.7691838722+1.6366980072146736E-5i,3.4773807760219244E-11,1.437863818215482E10
0.15000000000000002,76.76200408037703-2.0494235019976647E-8i,482309.8961874844-1.287690763594026E-4i,-2.6698410581512774E-10,-1.872770659786854E9
0.15000000000000002,78.95366702388095-2.29662237228121E-7i,496080.5205923982-0.0014430103945657223i,-2.9088229322984524E-9,-1.7189083407181376E8
0.2,4.088770030052828-3.594864258496611E-14i,25690.499777264165-2.2587198290290945E-10i,-8.792043162305619E-15,-5.686960252238802E13
0.2,7.5840341178544985-6.79866563395495E-15i,47651.89173845208-4.271727601969253E-11i,-8.964444948829256E-16,-5.577590167088921E14
0.2,21.87527829770019,137446.42719057432,-5.372408763634319E-18,-9.3068123070695152E16
0.2,35.53750715777362,223288.74282751256,-3.840320464438608E-19,-1.30197467797284941E18
0.2,35.70163128839133-2.6635637979079977E-14i,224319.96515356342-1.6735664919750987E-10i,-7.460622111052041E-16,-6.7018539815776E14
0.2,40.50901427825701,254525.6433214725,4.1299776970798046E-17,1.2106602908619494E16
0.2,41.33964710097347-1.6055246948278887E-14i,259744.6632688257-1.008780917285658E-10i,-3.883740688221989E-16,-1.2874186001045925E15
0.2,53.43394013952528,335735.34758937877,1.7211996112860597E-17,2.904950690910312E16
0.2,57.20457212863974,359426.9271021641,-1.0978434699659866E-16,-4.554383331309436E15
0.2,63.679269480056945,400108.65036902326,-5.179498719814415E-18,-9.6534438378607296E16
0.2,72.9410468130917+7.650868320291367E-10i,458302.11362631613+4.807182341722048E-6i,1.0489112309967787E-11,4.766847615168071E10
0.2,73.51488007956036+1.007000757557004E-9i,461907.6143749629+6.32717236420088E-6i,1.369791743477229E-11,3.650189909385389E10
0.2,73.95156298681385+4.484227195649577E-9i,464651.3740017145+2.817523042976054E-5i,6.06373552435822E-11,8.245742216023174E9
0.2,77.02681935223362-9.51578653526003E-9i,483973.77961273043-5.978945014460316E-5i,-1.23538614410983E-10,-4.047317532124987E9
0.2,78.88351051532173-1.3231039533794847E-7i,495639.7142486159-8.313307319745202E-4i,-1.677288377172939E-9,-2.9810019958687574E8
0.25,5.106709331093941+7.03531476775449E-15i,32086.401037166343+4.420418638013858E-11i,1.3776610947714565E-15,3.629339624219745E14
0.25,9.45112565027955+1.2379991084439065E-14i,59383.17382214458+7.778577808476181E-11i,1.3098959364774592E-15,3.8170971149401994E14
0.25,22.017588721380843,138340.58995370308,5.449408923115854E-17,9.175307029704624E15
0.25,35.36698868307487+3.985998910949601E-15i,222217.34365268276+2.5044769791712363E-11i,1.1270393831570766E-16,4.4364022009540955E15
0.25,35.63778023935976+1.4727895174988406E-14i,223918.77718044023+9.253809456916827E-11i,4.132663447630316E-16,1.2098735024907528E15
0.25,40.20833297991456+9.762703914464318E-15i,252636.40700558355+6.134087779370684E-11i,2.428030010431202E-16,2.0592826194565995E15
0.25,41.44857536084605,260429.0797107937,1.945370554565824E-17,2.5702044210882596E16
0.25,53.332589960235026,335098.5456319822,6.761165724114692E-17,7.395174447753535E15
0.25,57.67340250948595-7.421359938768785E-15i,362372.6752626564-4.6629779726563216E-11i,-1.2867907242941216E-16,-3.88563571807124E15
0.25,63.66817738615353,400038.9566875834,-2.3475808893286684E-17,-2.1298520629164932E16
0.25,72.28853459603147-1.4218595214176807E-11i,454202.25845132815-8.93380685384497E-8i,-1.9669225961813017E-13,-2.542042076138274E12
0.25,72.66576420425386-5.6766598788962983E-11i,456572.4619831442-3.566750594493707E-7i,-7.812014283562692E-13,-6.400397923645033E11
0.25,73.98274841693528+3.3024899950794584E-10i,464847.3178380516+2.0750156614190835E-6i,4.463864976288837E-12,1.1201055646976344E11
0.25,77.30234101111854-5.1256217893759686E-9i,485704.93325164594-3.2205231517166624E-5i,-6.630616514755667E-11,-7.540776923040385E9
0.25,78.80032739322873+3.625286027722413E-8i,495117.0592780758+2.277834390370891E-4i,4.6005976721791286E-10,1.0868153132007499E9
0.30000000000000004,6.121645089829304+2.541746765406369E-14i,38463.43048418354+1.5970265930972536E-10i,4.15206489123211E-15,1.204220100354999E14
0.30000000000000004,11.297760593778856+1.3287289159504062E-14i,70985.92336686382+8.348650001924252E-11i,1.176099373783929E-15,4.2513414354717544E14
0.30000000000000004,22.175302194868337,139331.53293306398,8.647664868368699E-17,5.78190768965727E15
0.30000000000000004,35.15194668211354+4.637851062847658E-15i,220866.19491181598+2.914047765497163E-11i,1.3193724674165907E-16,3.78968041510696E15
0.30000000000000004,35.55800192700304+1.0672938986616698E-14i,223417.5152604089+6.706005342513422E-11i,3.0015575702276963E-16,1.6658017989042612E15
0.30000000000000004,39.892413477704125+1.1861781443241327E-14i,250651.42623104347+7.452977088114937E-11i,2.973442920386574E-16,1.6815523734183388E15
0.30000000000000004,41.58634335296704,261294.70153468798,1.0833154096327287E-16,4.615460977976051E15
0.30000000000000004,53.20383954999132,334289.5829460457,4.334274294194703E-17,1.1535956565316978E16
0.30000000000000004,58.21369686230471-6.725299432227654E-15i,365767.4448018393-4.2256302578956004E-11i,-1.155277846060058E-16,-4.3279631969503475E15
0.30000000000000004,63.65536009524946,399958.42327369715,-3.968269939634017E-17,-1.2599949287878174E16
0.30000000000000004,70.94685677933518-1.7702816580183514E-12i,445772.24810649327-1.1123007703230422E-8i,-2.49522211184694E-14,-2.0038296295390902E13
0.30000000000000004,72.38837104100122-3.3226404976880237E-12i,454829.54933548305-2.0876765956113258E-8i,-4.5900197088370175E-14,-1.0893199413444045E13
0.30000000000000004,74.11031688259149-1.4767708155003325E-10i,465648.85414712207-9.278824690023304E-7i,-1.9926656336389593E-12,-2.509201702279131E11
0.30000000000000004,77.56142622754977-4.607217432934889E-9i,487332.81367683416-2.8948000881598147E-5i,-5.940088594320366E-11,-8.417382873347655E9
0.30000000000000004,78.71685728003123+5.22878111667132E-8i,494592.6010892447+3.2853400686727304E-4i,6.642517622458167E-10,7.527266443517047E8
0.35000000000000003,7.132798919498155-8.699196121340416E-15i,44816.697370057234-5.4658661253879745E-11i,-1.2196048450994983E-15,-4.0996885344384544E14
0.35000000000000003,13.118624866141184+2.2583548329872454E-14i,82426.75100933906+1.4189661905023467E-10i,1.7214874699374916E-15,2.904464939371039E14
0.35000000000000003,22.338543819343993,140357.2103094895,-3.343523527363997E-17,-1.495428388369067E16
0.35000000000000003,34.892352530085525+5.212206250273631E-15i,219235.11674996384+3.274925772970888E-11i,1.493796168022625E-16,3.347176881982917E15
0.35000000000000003,35.46118319937709+1.2625605213474296E-14i,222809.18525352972+7.932901717155168E-11i,3.5604015642930033E-16,1.4043359743868838E15
0.35000000000000003,39.58011697420286,248689.20942876075,8.558940962236892E-17,5.841844244586591E15
0.35000000000000003,41.75590592249719+5.091905955451945E-15i,262360.0945802074+3.199338868483589E-11i,1.2194456910845118E-16,4.1002235987674525E15
0.35000000000000003,53.04977862632248,333321.58961403905,7.341459312487582E-18,6.810635034774576E16
0.35000000000000003,58.809600889804926,369511.6202319178,-9.603222474094467E-17,-5.206585615909595E15
0.35000000000000003,63.64118611349198,399869.3655197743,2.994398411692007E-17,1.6697844817432668E16
0.35000000000000003,69.56131024677808-1.2930796518034053E-13i,437066.6024907168-8.124659069224051E-10i,-1.8589064053222E-15,-2.689753494680848E14
0.35000000000000003,72.11840032573078-8.911442704093696E-12i,453133.2733039271-5.5992245864134236E-8i,-1.2356683819724473E-13,-4.04639308810241E12
0.35000000000000003,74.26633398050986+1.924884882536572E-11i,466629.13848443155+1.2094408411965893E-7i,2.59186737700252E-13,1.9291110511149963E12
0.35000000000000003,77.76174315450561-2.856392529731922E-9i,488591.44204906235-1.7947243574349143E-5i,-3.6732619587198894E-11,-1.361187973030508E10
0.35000000000000003,78.66580261488717+2.4100419916088683E-8i,494271.81516734854+1.514274043136267E-4i,3.0636463513979046E-10,1.6320421571238341E9
0.4,8.139282237771491+5.730784451975697E-15i,51140.61856735362+3.6007580667266915E-11i,7.040896585919064E-16,7.101368325731969E14
0.4,14.907689352448049+6.8629148529222406E-15i,93667.77470329915+4.312096576830557E-11i,4.603607367090229E-16,1.0861047872465102E15
0.4,22.495524406409356-8.232574912277538E-15i,141343.54842765105-5.17267937290775E-11i,-3.6596501435334125E-16,-1.3662508173998492E15
0.4,34.5919585610713+8.220507202849658E-15i,217347.6857774883+5.165097007450892E-11i,2.3764214415140853E-16,2.1040039079997355E15
0.4,35.3459366486871+1.589876012115648E-14i,222085.06981953126+9.989485599562312E-11i,4.498044649142726E-16,1.1115941236717028E15
0.4,39.28612473292005+8.65729009401005E-15i,246842.0016979078+5.439535791867532E-11i,2.2036508189252934E-16,2.268962013881341E15
0.4,41.96089795261431+4.894604715183773E-15i,263648.0974919282+3.0753708430894607E-11i,1.166468058121912E-16,4.2864439923458495E15
0.4,52.873598393575996-7.238340879075893E-15i,332214.6165642309-4.547983705976703E-11i,-1.368989646816876E-16,-3.652328570654873E15
0.4,59.44595955219628-1.0538181031356441E-14i,373509.97962955164-6.621334422061741E-11i,-1.7727329343726777E-16,-2.820503812532464E15
0.4,63.62601666166674,399774.053042948,1.3432284443139634E-17,3.7223750145893352E16
0.4,68.1413392574795-8.116890303991935E-15i,428144.6616341347-5.099992589803057E-11i,-1.1911844399361419E-16,-4.197502781574317E15
0.4,71.86232836275231-3.457689389439633E-12i,451524.3257085601-2.1725303168517855E-8i,-4.811546561622158E-14,-1.0391669156609611E13
0.4,74.44511525234934-2.1375846189714388E-11i,467752.45434485225-1.343084027077442E-7i,-2.8713564506221666E-13,-1.741337268981912E12
0.4,77.83709409177239+5.684983907556186E-10i,489064.8859509792+3.5719807359509422E-6i,7.303694946336784E-12,6.845849993376001E10
0.4,78.70689058942457+1.0798244742290329E-8i,494529.9785252637+6.784737270808781E-5i,1.3719567195989866E-10,3.6444298340996246E9
0.45,9.14006505845673+3.3151642905850536E-15i,57428.72248196084+2.0829791561490445E-11i,3.627068592381342E-16,1.3785236955547245E15
0.45,16.658066387813395-2.083636428997299E-15i,104665.71797393126-1.309187379617997E-11i,-1.2508273052157077E-16,-3.997354374301687E15
0.45,22.63256392094842-8.559232615521011E-15i,142204.59309190593-5.377924461057391E-11i,-3.7818219117449133E-16,-1.322114080642424E15
0.45,34.259381028557954+9.108367356540899E-15i,215258.0395117024+5.7229559947011944E-11i,2.6586491299852563E-16,1.8806543306554062E15
0.45,35.210557577893894-7.216034002860546E-15i,221234.45803102377-4.533967882288168E-11i,-2.0493949824273618E-16,-2.4397444332950685E15
0.45,39.0198363598325+5.6937809481390375E-15i,245168.86250465136+3.577508079564625E-11i,1.4592016469859637E-16,3.426531220224216E15
0.45,42.205671576522846-1.1089275431621852E-14i,265186.0555292554-6.967597245923399E-11i,-2.627437265514412E-16,-1.9029950079592392E15
0.45,52.67928904427318,330993.7349156438,-5.0702339125927715E-17,-9.861477963731942E15
0.45,60.10868736240969-8.401755976929717E-15i,377674.02126934385-5.278978970875307E-11i,-1.3977606807936954E-16,-3.5771502723633865E15
0.45,63.610121771392215,399674.1825019159,2.3548149358293608E-17,2.1233091076174148E16
0.45,66.6938839971529,419050.0320096508,-1.420857039834554E-17,-3.5190028692698072E16
0.45,71.62464273548365-4.9180103917822056E-12i,450030.90286757797-3.090077063420247E-8i,-6.866366384464725E-14,-7.281871837355764E12
0.45,74.64393772196064+7.280456238860782E-11i,469001.69276465115+4.5744455669574017E-7i,9.753580077701116E-13,5.126322806772384E11
0.45,77.76518510023757+9.692345622739666E-9i,488613.0684319136+6.089880360890425E-5i,1.2463605159875143E-10,4.0116803572186403E9
0.45,78.85821544359284+2.0083515319110366E-8i,495480.7806255849+1.261884483695504E-4i,2.5467879543224096E-10,1.9632572831648579E9
0.5,10.13393652812441-3.798783309770993E-15i,63673.4010974018-2.3868459477112142E-11i,-3.748576181850304E-16,-1.3338397720736705E15
0.5,18.361877843231156,115371.0810768164,8.485005408226745E-17,5.892748159184656E15
0.5,22.734287663159467-4.905965906111138E-15i,142843.74221435768-3.0825092898801486E-11i,-2.1579589291733885E-16,-2.3170042452639555E15
0.5,33.908061842463496+8.854660084865863E-15i,213050.63596350342+5.563547014529873E-11i,2.611373108260956E-16,1.914701497148276E15
0.5,35.05297276481647,220244.323448861,4.2291512493214056E-17,1.182270319795794E16
0.5,38.78546550210562,243696.26697495076,1.0645901774653068E-16,4.696642995433744E15
0.5,42.495287614853815,267005.7667660201,-8.049478427968902E-17,-6.211582582328422E15
0.5,52.471510105982276,329688.221343433,-7.716286705023139E-17,-6.479800700957762E15
0.5,60.78466532369418-7.314316527615034E-15i,381921.31606366375-4.5957206138371585E-11i,-1.2033160812294337E-16,-4.155184226318555E15
0.5,63.59323577505783,399568.08465785056,7.854497708396153E-17,6.365779436990852E15
0.5,65.22664079943601,409831.0711076969,7.943199236416132E-17,6.294692920551662E15
0.5,71.40844419034764-2.2704685489384943E-12i,448672.4873453458-1.4265774627103702E-8i,-3.1795519068953416E-14,-1.5725486315089682E13
0.5,74.86026177399567+1.2458905636971494E-10i,470360.89686998725+7.828161284175623E-7i,1.6642882808218238E-12,3.004287212508043E11
0.5,77.59805191015515+7.593823515090853E-9i,487562.93962764565+4.7713400335333686E-5i,9.786100717944775E-11,5.109287288277647E9
0.5,79.0654103348709+1.8305903505157636E-8i,496782.6245221859+1.1501938393825374E-4i,2.3152859673560719E-10,2.159560447606272E9
0.55,11.119453612214965,69865.58756013404,7.301076191822708E-17,6.848305467076292E15
0.55,20.01015944361717+3.1225304234309756E-15i,125727.53981045623+1.9619437277722757E-11i,1.5604725350786742E-16,3.2041576430231215E15
0.55,22.784163383985366-9.23650004352851E-15i,143157.12061063596-5.803464136326194E-11i,-4.0539123108732193E-16,-1.2333764562665125E15
0.55,33.554948044501764+1.2764725719378884E-14i,210831.95653638785+8.020313709017878E-11i,3.804126205902585E-16,1.314362281735518E15
0.55,34.87068550209198,219098.97879802456,4.1641774978050406E-17,1.2007173091530142E16
0.55,38.583195420447005+4.3549671711297486E-15i,242425.3665697913+2.7363065742891882E-11i,1.128721227900645E-16,4.4297917647032345E15
0.55,42.835407393010925-6.878611828829048E-15i,269142.80235881807-4.321959277669038E-11i,-1.6058238376767184E-16,-3.113666569574608E15
0.55,52.255528723922204,328331.1702970488,-5.155357360267156E-17,-9.69864870772197E15
0.55,61.461391174929986-1.0272905131238331E-14i,386173.30998913717-6.454656658264646E-11i,-1.6714403847449248E-16,-2.9914318486226115E15
0.55,63.55468806574559,399325.88225707447,9.983309390156861E-17,5.008359257031338E15
0.55,63.76853815869719,400669.54201904696,3.5373318214380655E-17,1.4134947617007278E16
0.55,71.2158166036302-7.522664233171526E-13i,447462.1725227253-4.726629338070872E-9i,-1.0563193110655225E-14,-4.7334172040804945E13
0.55,75.09114206642414+6.072860457230003E-11i,471811.5605310911+3.815690759741946E-7i,8.087319343016611E-13,6.182518320260834E11
0.55,77.37892302522752+2.6582053382673916E-9i,486186.1122374897+1.6701996724868017E-5i,3.4353092991495224E-11,1.4554730199222082E10
0.55,79.28468317186379+1.0967224495606571E-8i,498160.3563898431+6.890910381133526E-5i,1.383271529487372E-10,3.6146193234042454E9
0.6000000000000001,12.094872144613229-5.632396774328074E-15i,75994.32295124949-3.538939265666385E-11i,-4.656846890966608E-16,-1.0736878658602762E15
0.6000000000000001,21.592837227411614,135671.79760759306,-6.797967609511005E-17,-7.355139487579381E15
0.6000000000000001,22.765570906357002-5.773776273759609E-15i,143040.3006283774-3.627770625022848E-11i,-2.5361877800074646E-16,-1.9714628543732215E15
0.6000000000000001,33.21821947076845+9.513912598936724E-15i,208716.2285093992+5.977767585542998E-11i,2.8640645857941987E-16,1.745770687155615E15
0.6000000000000001,34.66072846276912-1.8289533211118094E-14i,217779.77981341223-1.1491652634727029E-10i,-5.276730761952631E-16,-9.475563991348636E14
0.6000000000000001,38.41080460263381,241342.2031162148,7.062676998195003E-17,7.079468594242441E15
0.6000000000000001,43.23199414220871-1.2386711025680599E-14i,271634.63039439975-7.782800072083573E-11i,-2.865172257595926E-16,-1.7450957745190998E15
0.6000000000000001,52.037156551011016,326959.0974687164,-5.233335053332695E-17,-9.554136987303914E15
0.6000000000000001,62.12650224620739-9.526671916858642E-15i,390352.3260998298-5.98578450143266E-11i,-1.5334312366571728E-16,-3.260661372008977E15
0.6000000000000001,62.2531037613004,391147.7868793289,8.924622156897303E-17,5.602478079294148E15
0.6000000000000001,63.570443166961326,399424.8744775463,2.968367996593514E-17,1.6844272697111602E16
0.6000000000000001,71.04806502533775-1.9896907506588938E-13i,446408.158270742-1.2501595690371083E-9i,-2.8004854881682053E-15,-1.785404716833757E14
0.6000000000000001,75.33291562092427+4.425670349848562E-11i,473330.6685763909+2.7807306916588824E-7i,5.874816225245502E-13,8.510904525853583E11
0.6000000000000001,77.12864547758252+7.484337663573682E-10i,484613.57202740974+4.702548044173695E-6i,9.70370686173791E-12,5.152670078807917E10
0.6000000000000001,79.49648424568849+7.468398471489431E-9i,499491.1417849434+4.692533154422488E-5i,9.394627375479792E-11,5.322190865228059E9
0.65,13.05805004443277+5.255093092962779E-15i,82046.14817959572+3.301872370956466E-11i,4.0244087555808224E-16,1.2424185274585448E15
0.65,22.66349280079914-1.2862654406849654E-14i,142398.9249753515-8.08184411804465E-11i,-5.675495176275786E-16,-8.809803981334645E14
0.65,23.098819869180296,145134.16561522154,-7.080219052957781E-17,-7.061928398827204E15
0.65,32.91457531264612+1.3736376327100184E-14i,206808.37599647403+8.630819791232537E-11i,4.1733415049783514E-16,1.1980807211764322E15
0.65,34.41965123863511-8.066766749675638E-15i,216265.04694083775-5.068499031800679E-11i,-2.343651507026577E-16,-2.1334229875940762E15
0.65,38.26513904359527+5.496554441506695E-15i,240426.95941590174+3.453587010698756E-11i,1.4364391660107388E-16,3.4808296225213205E15
0.65,43.69067555196453-1.367440083803935E-14i,274516.6106888539-8.591879443005306E-11i,-3.1298213326492013E-16,-1.5975352803183202E15
0.65,51.8226487623103-7.947665548247322E-15i,325611.3052824765-4.993665539912497E-11i,-1.5336278129472068E-16,-3.2602434292003275E15
0.65,60.776989353124726,381873.0865181634,4.377102799524213E-17,1.1423081040142568E16
0.65,62.76740627735544-9.317156166697624E-15i,394379.24489165144-5.854141873129218E-11i,-1.4843940062661104E-16,-3.3683779231749605E15
0.65,63.554975106477414,399327.68578718323,3.5778766625259326E-17,1.39747690365326E16
0.65,70.90586472985842-8.798981733737305E-14i,445514.6874635097-5.52856327475598E-10i,-1.2409384988477628E-15,-4.0292085422787706E14
0.65,75.58090720971465-3.785802500987535E-11i,474888.84568338277-2.378689865008861E-7i,-5.008940274404293E-13,-9.982151365529397E11
0.65,76.85948555435513+1.499127702488655E-9i,482922.3903525058+9.419297153862608E-6i,1.9504784499610918E-11,2.563473592902162E10
0.65,79.69193172931452+1.2706137684007494E-8i,500719.17454238766+7.983501760715674E-5i,1.5944070382389246E-10,3.1359620724722E9
0.7000000000000001,14.006302467333274,88004.1938706616,3.822171841893036E-17,1.308156777567492E16
0.7000000000000001,22.466646435832626-1.7520081029178307E-14i,141162.1027872222-1.1008191570312895E-10i,-7.798262673166514E-16,-6.41168451173719E14
0.7000000000000001,24.516202037345305-2.906700355607845E-15i,154039.84042889427-1.826333696672889E-11i,-1.185624246031296E-16,-4.21718771080869E15
0.7000000000000001,32.65660978897901+1.3566179308368512E-14i,205187.53080840997+8.523881850490475E-11i,4.1541909573684043E-16,1.203603794652569E15
0.7000000000000001,34.14360447248163,214530.59395564775,-8.870845130626389E-17,-5.636441541220931E15
0.7000000000000001,38.14311498258596,239660.25962864564,1.7054224036550533E-17,2.9318249773686704E16
0.7000000000000001,44.21552419814759-1.7196821000516454E-14i,277814.3319910444-1.0805081304064233E-10i,-3.889317454080283E-16,-1.285572612427021E15
0.7000000000000001,51.6185485429299,324328.9057828734,-8.764198870539252E-17,-5.705028005249218E15
0.7000000000000001,59.32018977714158,372719.74482684064,7.419762888840216E-17,6.738759816058692E15
0.7000000000000001,63.37059792210542-8.365729301846613E-15i,398169.20977135794-5.256342743320438E-11i,-1.3201278788831527E-16,-3.7875118615251675E15
0.7000000000000001,63.54215133011067+8.956322631393474E-15i,399247.11162393313+5.6274234763931486E-11i,1.4095088762204607E-16,3.547334879796778E15
0.7000000000000001,70.78932337866138-4.2728450650717653E-13i,444782.4365579895-2.684707733271372E-9i,-6.0360021273487204E-15,-8.283628624558192E13
0.7000000000000001,75.82909778575748-1.7658040907225471E-10i,476448.2730641555-1.1094874318185516E-6i,-2.3286629305699155E-12,-2.1471548906291486E11
0.7000000000000001,76.58188915363739+1.0447774989014105E-9i,481178.2007261901+6.564530630369178E-6i,1.3642618515265328E-11,3.664985570332616E10
0.7000000000000001,79.86636216083804+1.4164790582084495E-8i,501815.1532668612+8.900000406462908E-5i,1.7735615093572034E-10,2.819186125556008E9
0.75,14.936162319356947+4.247568482945507E-15i,93846.67563063293+2.6688259883282293E-11i,2.8438151595612675E-16,1.7582014721278088E15
0.75,22.16942766870463-1.0549014579553803E-14i,139294.62219658552-6.62814134114757E-11i,-4.758361260920267E-16,-1.0507819238241275E15
0.75,25.832539843082316,162310.63478918606,7.347947650750572E-17,6.80462115089955E15
0.75,32.45091699456013+1.5894379095252988E-14i,203895.12486472452+9.986732919803595E-11i,4.897975332381956E-16,1.0208299676283646E15
